,date,day_of_week,is_weekend,day_of_month,month,year,is_holiday,season,lag_1,lag_2,lag_7,lag_14,lag_month,lag_year,rolling_mean_3,rolling_std_7,rolling_max_7,rolling_mean_7_lag_7,total_trips_all_routes,trips_from_mont_royal_all,trips_to_berri_all,total_rolling_mean_3,total_rolling_std_7,total_lag_7,trip_count
560,2017-05-02,1,0,2,5,2017,0,2,2.0,2.0,2.0,2.0,,,1.6666666666666667,0.5345224838248499,2.0,2.5714285714285716,4710.0,49.0,32.0,10227.333333333334,4843.579078090287,14522.0,3
561,2017-05-04,3,0,4,5,2017,0,2,3.0,2.0,2.0,1.0,,,2.3333333333333335,0.7559289460184545,3.0,2.7142857142857144,18279.0,102.0,142.0,13708.0,6453.162558002051,14690.0,2
562,2017-05-06,5,1,6,5,2017,0,2,2.0,3.0,1.0,3.0,,4.0,2.3333333333333335,0.7559289460184545,3.0,2.4285714285714284,6885.0,54.0,60.0,15538.0,6494.48387553033,21250.0,1
563,2017-05-07,6,1,7,5,2017,0,2,1.0,2.0,1.0,3.0,,3.0,2.0,0.7559289460184545,3.0,2.142857142857143,13497.0,110.0,116.0,13944.0,6709.0209419854455,17520.0,3
564,2017-05-08,0,0,8,5,2017,0,2,3.0,1.0,1.0,4.0,,1.0,2.0,0.8164965809277247,3.0,1.7142857142857142,9907.0,87.0,73.0,10096.333333333334,6489.265796022516,8452.0,1
565,2017-05-10,2,0,10,5,2017,0,2,1.0,3.0,2.0,3.0,,2.0,1.6666666666666667,0.8164965809277247,3.0,1.5714285714285714,16497.0,92.0,134.0,13764.666666666666,5094.088530088618,18135.0,6
566,2017-05-11,3,0,11,5,2017,0,2,6.0,1.0,2.0,2.0,,2.0,3.3333333333333335,1.7182493859684471,6.0,1.5714285714285714,19415.0,96.0,153.0,16934.0,4946.582047472819,18279.0,1
567,2017-05-12,4,0,12,5,2017,0,2,1.0,6.0,3.0,2.0,,4.0,2.6666666666666665,1.81265393434993,6.0,1.7142857142857142,20023.0,118.0,139.0,18645.0,5107.753998066211,21450.0,2
568,2017-05-13,5,1,13,5,2017,0,2,2.0,1.0,2.0,2.0,,3.0,3.0,1.7994708216848734,6.0,1.7142857142857142,23416.0,125.0,193.0,20951.333333333332,4810.91572809757,6885.0,1
569,2017-05-14,6,1,14,5,2017,0,2,1.0,2.0,1.0,1.0,,1.0,1.3333333333333333,1.8644544714716078,6.0,1.7142857142857142,16152.0,132.0,127.0,19863.666666666668,4530.641744725295,13497.0,1
570,2017-05-15,0,0,15,5,2017,0,2,1.0,1.0,3.0,1.0,2.0,1.0,1.3333333333333333,1.8644544714716078,6.0,2.0,8934.0,65.0,62.0,16167.333333333334,4313.336748361044,9907.0,1
571,2017-05-16,1,0,16,5,2017,0,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.8644544714716085,6.0,2.0,21453.0,133.0,154.0,15513.0,4593.566214982479,14890.0,2
572,2017-05-17,2,0,17,5,2017,0,2,2.0,1.0,6.0,2.0,,,1.3333333333333333,1.825741858350553,6.0,2.5714285714285716,26535.0,156.0,182.0,18974.0,4747.205483730609,16497.0,2
573,2017-05-18,3,0,18,5,2017,0,2,2.0,2.0,1.0,2.0,2.0,3.0,1.6666666666666667,0.534522483824851,2.0,2.4285714285714284,27049.0,141.0,179.0,25012.333333333332,5652.78638414386,19415.0,1
574,2017-05-19,4,0,19,5,2017,0,2,1.0,2.0,2.0,3.0,,7.0,1.6666666666666667,0.534522483824851,2.0,2.2857142857142856,26221.0,137.0,156.0,26601.666666666668,6345.947930991685,20023.0,1
575,2017-05-20,5,1,20,5,2017,0,2,1.0,1.0,1.0,2.0,1.0,4.0,1.3333333333333333,0.48795003647427027,2.0,2.142857142857143,23799.0,127.0,190.0,25689.666666666668,6689.929788228665,23416.0,2
576,2017-05-22,0,0,22,5,2017,0,2,2.0,1.0,1.0,1.0,,9.0,1.3333333333333333,0.534522483824851,2.0,2.142857142857143,17580.0,113.0,186.0,20390.666666666668,6363.903635049106,8934.0,1
577,2017-05-23,1,0,23,5,2017,0,2,1.0,2.0,1.0,3.0,,1.0,1.3333333333333333,0.534522483824851,2.0,1.8571428571428572,8490.0,67.0,62.0,15287.666666666666,3689.3133378398297,21453.0,7
578,2017-05-24,2,0,24,5,2017,0,2,7.0,1.0,2.0,1.0,,6.0,3.3333333333333335,2.138089935299394,7.0,2.0,25869.0,155.0,195.0,17313.0,6721.9017114986345,26535.0,3
579,2017-05-26,4,0,26,5,2017,0,2,3.0,7.0,2.0,6.0,1.0,,3.6666666666666665,2.149196970742238,7.0,1.4285714285714286,18473.0,100.0,149.0,23848.666666666668,6663.292550912669,26221.0,1
580,2017-05-27,5,1,27,5,2017,0,2,1.0,3.0,1.0,1.0,,1.0,3.6666666666666665,2.2146697055682814,7.0,1.4285714285714286,16728.0,88.0,140.0,20801.666666666668,6341.369327864561,23799.0,3
581,2017-05-28,6,1,28,5,2017,0,2,3.0,1.0,1.0,2.0,,5.0,2.3333333333333335,2.149196970742238,7.0,1.2857142857142858,22461.0,132.0,152.0,19220.666666666668,6229.6222158635965,19793.0,3
582,2017-05-31,2,0,31,5,2017,0,2,3.0,3.0,2.0,1.0,2.0,3.0,2.3333333333333335,2.035400978396427,7.0,1.4285714285714286,19001.0,94.0,154.0,19969.666666666668,5309.142671351243,25869.0,2
583,2017-06-01,3,0,1,6,2017,0,3,2.0,3.0,1.0,1.0,,3.0,2.6666666666666665,2.035400978396427,7.0,1.4285714285714286,24767.0,117.0,189.0,19264.666666666668,5029.632505746091,27204.0,3
584,2017-06-02,4,0,2,6,2017,0,3,3.0,2.0,7.0,1.0,3.0,3.0,2.6666666666666665,1.8644544714716056,7.0,2.2857142857142856,25727.0,143.0,199.0,23165.0,4565.928748166558,18473.0,2
585,2017-06-03,5,1,3,6,2017,0,3,2.0,3.0,3.0,2.0,,5.0,2.3333333333333335,0.7867957924694391,3.0,2.4285714285714284,21005.0,97.0,153.0,23833.0,4885.1841218896325,16728.0,3
586,2017-06-04,6,1,4,6,2017,0,3,3.0,2.0,1.0,2.0,2.0,3.0,2.6666666666666665,0.7867957924694391,3.0,2.2857142857142856,17903.0,135.0,141.0,21545.0,4456.446892397875,22461.0,7
587,2017-06-06,1,0,6,6,2017,0,3,7.0,3.0,3.0,1.0,1.0,2.0,4.0,1.7043362064926895,7.0,2.5714285714285716,10564.0,50.0,79.0,16442.666666666668,4016.8800081656054,14026.0,1
588,2017-06-07,2,0,7,6,2017,0,3,1.0,7.0,3.0,1.0,3.0,4.0,3.6666666666666665,1.9148542155126733,7.0,2.857142857142857,17307.0,92.0,141.0,16244.0,5028.310579679294,19001.0,1
589,2017-06-08,3,0,8,6,2017,0,3,1.0,1.0,2.0,2.0,1.0,4.0,3.0,2.058663459163549,7.0,2.857142857142857,29885.0,153.0,233.0,19252.0,5122.897873181547,24767.0,3
590,2017-06-09,4,0,9,6,2017,0,3,3.0,1.0,3.0,1.0,,4.0,1.6666666666666667,2.035400978396427,7.0,3.142857142857143,30353.0,156.0,232.0,25848.333333333332,6210.744288653988,25727.0,3
591,2017-06-10,5,1,10,6,2017,0,3,3.0,3.0,2.0,7.0,6.0,1.0,2.3333333333333335,2.035400978396427,7.0,2.4285714285714284,27773.0,138.0,220.0,29337.0,7053.023083688883,21005.0,2
592,2017-06-11,6,1,11,6,2017,0,3,2.0,3.0,3.0,3.0,1.0,1.0,2.6666666666666665,2.035400978396427,7.0,2.4285714285714284,24746.0,148.0,190.0,27624.0,7484.459693575929,17903.0,2
593,2017-06-12,0,0,12,6,2017,0,3,2.0,2.0,7.0,1.0,2.0,2.0,2.3333333333333335,2.058663459163549,7.0,3.2857142857142856,21915.0,135.0,176.0,24811.333333333332,7290.4662043103535,20861.0,2
594,2017-06-13,1,0,13,6,2017,0,3,2.0,2.0,1.0,3.0,1.0,2.0,2.0,0.8164965809277235,3.0,3.0,26841.0,127.0,185.0,24500.666666666668,7248.0034919313175,10564.0,3
595,2017-06-14,2,0,14,6,2017,0,3,3.0,2.0,1.0,3.0,1.0,6.0,2.3333333333333335,0.7559289460184502,3.0,2.7142857142857144,29724.0,140.0,223.0,26160.0,4659.685351118666,17307.0,3
596,2017-06-16,4,0,16,6,2017,0,3,3.0,3.0,3.0,2.0,2.0,2.0,2.6666666666666665,0.5345224838248406,3.0,2.857142857142857,30121.0,137.0,224.0,29970.0,3130.042742748119,30353.0,3
597,2017-06-17,5,1,17,6,2017,0,3,3.0,3.0,3.0,3.0,2.0,2.0,3.0,0.5345224838248406,3.0,2.857142857142857,18393.0,110.0,138.0,26193.0,3093.906938299653,27773.0,4
598,2017-06-18,6,1,18,6,2017,0,3,4.0,3.0,2.0,2.0,1.0,4.0,3.3333333333333335,0.7559289460184478,4.0,2.857142857142857,23832.0,172.0,156.0,24115.333333333332,4549.781695443406,24746.0,4
599,2017-06-19,0,0,19,6,2017,0,3,4.0,4.0,2.0,3.0,1.0,2.0,3.6666666666666665,0.8164965809277187,4.0,2.7142857142857144,21618.0,128.0,158.0,21281.0,4603.631242731002,21915.0,1
600,2017-06-20,1,0,20,6,2017,0,3,1.0,4.0,2.0,7.0,2.0,3.0,3.0,1.0690449676496925,4.0,2.0,25885.0,138.0,176.0,23778.333333333332,4647.01543748155,26841.0,1
601,2017-06-21,2,0,21,6,2017,0,3,1.0,1.0,3.0,1.0,,9.0,2.0,1.2535663410560136,4.0,2.2857142857142856,23674.0,119.0,176.0,23725.666666666668,4625.290219980684,29724.0,1
602,2017-06-22,3,0,22,6,2017,0,3,1.0,1.0,3.0,1.0,1.0,6.0,1.0,1.397276262011541,4.0,2.5714285714285716,27186.0,141.0,186.0,25581.666666666668,4293.214480017251,30065.0,2
603,2017-06-23,4,0,23,6,2017,0,3,2.0,1.0,3.0,3.0,7.0,1.0,1.3333333333333333,1.3801311186847063,4.0,2.5714285714285716,29592.0,171.0,208.0,26817.333333333332,3815.9523057817632,30121.0,2
604,2017-06-24,5,1,24,6,2017,0,3,2.0,2.0,4.0,3.0,3.0,1.0,1.6666666666666667,1.3451854182690968,4.0,2.7142857142857144,16074.0,105.0,135.0,24284.0,3686.5124375732275,18393.0,5
605,2017-06-25,6,1,25,6,2017,0,3,5.0,2.0,4.0,2.0,,1.0,3.0,1.6035674514745444,5.0,3.0,20669.0,134.0,124.0,22111.666666666668,4351.2723207729605,23832.0,1
606,2017-06-26,0,0,26,6,2017,0,3,1.0,5.0,1.0,2.0,1.0,2.0,2.6666666666666665,1.463850109422799,5.0,2.857142857142857,21120.0,120.0,171.0,19287.666666666668,4529.788836663684,21618.0,3
607,2017-06-27,1,0,27,6,2017,0,3,3.0,1.0,1.0,2.0,3.0,4.0,3.0,1.463850109422798,5.0,2.7142857142857144,26127.0,130.0,170.0,22638.666666666668,4568.536250944223,25885.0,2
608,2017-06-28,2,0,28,6,2017,0,3,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.3801311186847063,5.0,2.4285714285714284,25418.0,125.0,193.0,24221.666666666668,4590.831831461803,23674.0,4
609,2017-06-30,4,0,30,6,2017,0,3,4.0,2.0,2.0,3.0,,,3.0,1.380131118684705,5.0,2.2857142857142856,21013.0,126.0,165.0,24521.0,4642.694778846103,29592.0,3
610,2017-07-01,5,1,1,7,2017,1,3,3.0,4.0,2.0,3.0,3.0,2.0,3.0,1.3451854182690945,5.0,2.142857142857143,19180.0,121.0,192.0,22441.666666666668,3913.3634662587256,16074.0,1
611,2017-07-02,6,1,2,7,2017,0,3,1.0,3.0,5.0,4.0,2.0,4.0,2.6666666666666665,1.4960264830861882,5.0,2.2857142857142856,14751.0,109.0,120.0,18314.666666666668,3167.2857840896186,20669.0,4
612,2017-07-03,0,0,3,7,2017,0,3,4.0,1.0,1.0,4.0,3.0,4.0,2.6666666666666665,1.2724180205607003,4.0,1.8571428571428572,20054.0,133.0,173.0,17995.0,4420.083084761112,21120.0,3
613,2017-07-04,1,0,4,7,2017,0,3,3.0,4.0,3.0,1.0,7.0,1.0,2.6666666666666665,1.0690449676496927,4.0,2.142857142857143,26902.0,134.0,213.0,20569.0,4477.697952339099,26127.0,1
614,2017-07-05,2,0,5,7,2017,0,3,1.0,3.0,2.0,1.0,,6.0,2.6666666666666665,1.2724180205607003,4.0,2.2857142857142856,31135.0,154.0,272.0,26030.333333333332,4605.8352378364625,25418.0,6
615,2017-07-06,3,0,6,7,2017,0,3,6.0,1.0,4.0,1.0,1.0,2.0,3.3333333333333335,1.772810520855833,6.0,2.7142857142857144,32015.0,164.0,271.0,30017.333333333332,5681.015343522166,27132.0,8
616,2017-07-07,4,0,7,7,2017,0,3,8.0,6.0,3.0,2.0,1.0,2.0,5.0,2.5634797778466196,8.0,2.857142857142857,31108.0,151.0,272.0,31419.333333333332,6526.820636347276,21013.0,6
617,2017-07-08,5,1,8,7,2017,0,3,6.0,8.0,1.0,2.0,3.0,5.0,6.666666666666667,2.6726124191242397,8.0,2.7142857142857144,25919.0,123.0,228.0,29680.666666666668,6965.965252910983,19180.0,5
618,2017-07-09,6,1,9,7,2017,0,3,5.0,6.0,4.0,5.0,3.0,1.0,6.333333333333333,2.2886885410853113,8.0,2.5714285714285716,20627.0,133.0,189.0,25884.666666666668,6472.419353357421,14751.0,4
619,2017-07-10,0,0,10,7,2017,0,3,4.0,5.0,3.0,1.0,2.0,4.0,5.0,2.2886885410853113,8.0,2.857142857142857,22183.0,138.0,225.0,22909.666666666668,4982.380068085801,20054.0,4
620,2017-07-11,1,0,11,7,2017,0,3,4.0,4.0,1.0,3.0,2.0,2.0,4.333333333333333,2.1930626551751278,8.0,2.5714285714285716,25830.0,140.0,212.0,22880.0,4546.207100430157,26902.0,1
621,2017-07-12,2,0,12,7,2017,0,3,1.0,4.0,6.0,2.0,2.0,4.0,3.0,2.1930626551751278,8.0,3.142857142857143,29480.0,135.0,262.0,25831.0,4573.026147187297,31135.0,6
622,2017-07-13,3,0,13,7,2017,0,3,6.0,1.0,8.0,4.0,3.0,1.0,3.6666666666666665,2.1930626551751278,8.0,3.7142857142857144,28018.0,138.0,259.0,27776.0,4359.8501830967925,32015.0,8
623,2017-07-14,4,0,14,7,2017,0,3,8.0,6.0,6.0,3.0,3.0,3.0,5.0,2.1930626551751278,8.0,4.142857142857143,27619.0,135.0,250.0,28372.333333333332,3776.1218579007364,31108.0,3
624,2017-07-15,5,1,15,7,2017,0,3,3.0,8.0,5.0,1.0,,2.0,5.666666666666667,2.2253945610567416,8.0,4.714285714285714,21829.0,142.0,209.0,25822.0,3201.7285956185206,25919.0,4
625,2017-07-16,6,1,16,7,2017,0,3,4.0,3.0,4.0,4.0,3.0,4.0,5.0,2.2146697055682774,8.0,4.714285714285714,22355.0,128.0,216.0,23934.333333333332,3506.935685860686,20627.0,11
626,2017-07-17,0,0,17,7,2017,0,3,11.0,4.0,4.0,3.0,4.0,1.0,6.0,3.3523268393900985,11.0,4.857142857142857,21632.0,135.0,207.0,21938.666666666668,3187.177374895993,22183.0,2
627,2017-07-18,1,0,18,7,2017,0,3,2.0,11.0,1.0,1.0,4.0,1.0,5.666666666666667,3.5590260840104326,11.0,4.857142857142857,26310.0,112.0,215.0,23432.333333333332,3283.2263313482404,25830.0,5
628,2017-07-19,2,0,19,7,2017,0,3,5.0,2.0,6.0,6.0,1.0,4.0,6.0,3.1014589500826197,11.0,4.857142857142857,30981.0,156.0,268.0,26307.666666666668,3302.2707771646433,29480.0,3
629,2017-07-20,3,0,20,7,2017,0,3,3.0,5.0,8.0,8.0,1.0,1.0,3.3333333333333335,3.2366943748507433,11.0,4.857142857142857,28929.0,133.0,259.0,28740.0,3648.0161471031256,28018.0,6
630,2017-07-21,4,0,21,7,2017,0,3,6.0,3.0,3.0,6.0,1.0,1.0,4.666666666666667,3.0237157840738127,11.0,4.428571428571429,28800.0,153.0,300.0,29570.0,3765.7176828153238,27619.0,12
631,2017-07-22,5,1,22,7,2017,0,3,12.0,6.0,4.0,5.0,2.0,1.0,7.0,3.8913824205360625,12.0,4.285714285714286,26616.0,150.0,284.0,28115.0,3892.185235155603,21829.0,4
632,2017-07-23,6,1,23,7,2017,0,3,4.0,12.0,11.0,4.0,2.0,2.0,7.333333333333333,3.8913824205360625,12.0,5.285714285714286,24046.0,159.0,248.0,26487.333333333332,3468.79531716451,22355.0,5
633,2017-07-25,1,0,25,7,2017,0,3,5.0,4.0,2.0,4.0,1.0,2.0,7.0,3.251373336211721,12.0,5.0,11755.0,79.0,140.0,19422.666666666668,2960.960027713279,26310.0,6
634,2017-07-26,2,0,26,7,2017,0,3,6.0,5.0,5.0,1.0,3.0,2.0,5.0,2.911389784310998,12.0,5.571428571428571,26543.0,137.0,277.0,20255.0,6464.450000543358,30981.0,5
635,2017-07-27,3,0,27,7,2017,0,3,5.0,6.0,3.0,6.0,2.0,,5.333333333333333,2.911389784310998,12.0,5.142857142857143,28108.0,150.0,289.0,22135.333333333332,5954.643438207831,28929.0,11
636,2017-07-28,4,0,28,7,2017,0,3,11.0,5.0,6.0,8.0,4.0,7.0,7.333333333333333,3.162277660168373,12.0,4.857142857142857,27029.0,137.0,275.0,27226.666666666668,5852.380809795124,28800.0,2
637,2017-07-29,5,1,29,7,2017,0,3,2.0,11.0,12.0,3.0,,3.0,6.0,3.6903993847614354,12.0,6.142857142857143,28460.0,152.0,303.0,27865.666666666668,5647.39548903075,26616.0,14
638,2017-07-30,6,1,30,7,2017,0,3,14.0,2.0,4.0,4.0,3.0,11.0,9.0,4.2314018840996255,14.0,6.142857142857143,26061.0,144.0,294.0,27183.333333333332,5840.625015478195,24046.0,10
639,2017-07-31,0,0,31,7,2017,0,3,10.0,14.0,5.0,11.0,3.0,5.0,8.666666666666666,4.19750492781695,14.0,5.285714285714286,26830.0,165.0,301.0,27117.0,5889.370153889544,22467.0,3
640,2017-08-01,1,0,1,8,2017,0,3,3.0,10.0,6.0,2.0,1.0,,9.0,4.461475305855885,14.0,5.857142857142857,24397.0,116.0,242.0,25762.666666666668,5888.223525454475,11755.0,3
641,2017-08-02,2,0,2,8,2017,0,3,3.0,3.0,5.0,5.0,4.0,4.0,5.333333333333333,4.7409060817728115,14.0,5.857142857142857,28899.0,135.0,288.0,26708.666666666668,1347.971173918719,26543.0,10
642,2017-08-03,3,0,3,8,2017,0,3,10.0,3.0,11.0,3.0,3.0,4.0,5.333333333333333,4.790864322059321,14.0,7.0,28503.0,151.0,288.0,27266.333333333332,1558.0290968618795,28108.0,4
643,2017-08-04,4,0,4,8,2017,0,3,4.0,10.0,2.0,6.0,1.0,1.0,5.666666666666667,4.6853368024487745,14.0,6.428571428571429,29014.0,156.0,277.0,28805.333333333332,1606.5129792138432,27029.0,1
644,2017-08-05,5,1,5,8,2017,0,3,1.0,4.0,14.0,12.0,6.0,1.0,5.0,4.8599431703516425,14.0,6.714285714285714,21285.0,120.0,252.0,26267.333333333332,1746.8594677310568,28460.0,2
645,2017-08-06,6,1,6,8,2017,0,3,2.0,1.0,10.0,4.0,8.0,2.0,2.3333333333333335,3.7289089429432125,10.0,7.571428571428571,17580.0,117.0,201.0,22626.333333333332,2827.5595484448186,26061.0,4
646,2017-08-08,1,0,8,8,2017,0,3,4.0,2.0,3.0,5.0,5.0,6.0,2.3333333333333335,2.911389784310998,10.0,7.285714285714286,26047.0,137.0,227.0,21194.666666666668,4728.04751305604,24397.0,1
647,2017-08-09,2,0,9,8,2017,0,3,1.0,4.0,3.0,6.0,4.0,1.0,2.3333333333333335,3.1014589500826193,10.0,6.857142857142857,30027.0,142.0,258.0,25343.666666666668,4778.414755065714,28899.0,6
648,2017-08-10,3,0,10,8,2017,0,3,6.0,1.0,10.0,5.0,4.0,8.0,3.6666666666666665,3.2145502536643127,10.0,7.571428571428571,30048.0,143.0,277.0,28707.333333333332,4967.956248369692,28503.0,2
649,2017-08-11,4,0,11,8,2017,0,3,2.0,6.0,4.0,11.0,1.0,4.0,3.0,1.8644544714715994,6.0,6.571428571428571,29866.0,163.0,260.0,29980.333333333332,5197.688634658521,29014.0,2
650,2017-08-12,5,1,12,8,2017,0,3,2.0,2.0,1.0,2.0,6.0,2.0,3.3333333333333335,1.8126539343499217,6.0,6.428571428571429,29116.0,155.0,250.0,29676.666666666668,5319.954806467661,21285.0,4
651,2017-08-13,6,1,13,8,2017,0,3,4.0,2.0,2.0,14.0,8.0,1.0,2.6666666666666665,1.732050807568867,6.0,4.714285714285714,19823.0,133.0,166.0,26268.333333333332,5237.941798618583,17580.0,4
652,2017-08-14,0,0,14,8,2017,0,3,4.0,4.0,4.0,10.0,3.0,4.0,3.3333333333333335,1.704336206492683,6.0,3.857142857142857,22584.0,130.0,184.0,23841.0,4668.076406115774,19957.0,6
653,2017-08-15,1,0,15,8,2017,0,3,6.0,4.0,1.0,3.0,4.0,4.0,4.666666666666667,1.988059594776001,6.0,3.5714285714285716,28723.0,131.0,205.0,23710.0,4138.161979844441,26047.0,3
654,2017-08-16,2,0,16,8,2017,0,3,3.0,6.0,6.0,3.0,11.0,3.0,4.333333333333333,1.6761634196950412,6.0,4.0,23676.0,125.0,192.0,24994.333333333332,4181.751581062155,30027.0,5
655,2017-08-18,4,0,18,8,2017,0,3,5.0,3.0,2.0,10.0,5.0,3.0,4.666666666666667,1.4960264830861796,6.0,2.857142857142857,29904.0,147.0,205.0,27979.0,4195.665654662644,29866.0,5
656,2017-08-20,6,1,20,8,2017,0,3,5.0,5.0,2.0,4.0,6.0,4.0,4.333333333333333,1.3451854182690857,6.0,2.5714285714285716,22721.0,151.0,156.0,24117.666666666668,4632.974843959671,19823.0,10
657,2017-08-21,0,0,21,8,2017,0,3,10.0,5.0,4.0,1.0,12.0,1.0,6.666666666666667,2.28868854108531,10.0,3.0,22228.0,126.0,192.0,21559.0,4206.130752219097,22584.0,3
658,2017-08-22,1,0,22,8,2017,0,3,3.0,10.0,4.0,2.0,4.0,,6.0,2.410295378065472,10.0,3.2857142857142856,27906.0,122.0,179.0,24285.0,4247.586664941841,28723.0,6
659,2017-08-23,2,0,23,8,2017,0,3,6.0,3.0,6.0,4.0,5.0,3.0,6.333333333333333,2.370453040886401,10.0,3.5714285714285716,21698.0,97.0,166.0,23944.0,4149.020544199768,23676.0,3
660,2017-08-24,3,0,24,8,2017,0,3,3.0,6.0,3.0,1.0,,3.0,4.0,2.5166114784235765,10.0,3.857142857142857,27989.0,135.0,215.0,25864.333333333332,4334.67699131652,30357.0,1
661,2017-08-25,4,0,25,8,2017,0,3,1.0,3.0,5.0,6.0,6.0,6.0,3.3333333333333335,2.870208222079925,10.0,3.7142857142857144,28574.0,148.0,202.0,26087.0,3912.8482683883544,29904.0,7
662,2017-08-27,6,1,27,8,2017,0,3,7.0,1.0,5.0,2.0,11.0,3.0,3.6666666666666665,2.9999999999999942,10.0,4.142857142857143,20837.0,125.0,177.0,25784.666666666668,3168.624066719148,22721.0,3
663,2017-08-28,0,0,28,8,2017,0,3,3.0,7.0,10.0,2.0,2.0,4.0,3.6666666666666665,3.0937725468153823,10.0,5.285714285714286,23776.0,134.0,184.0,24185.333333333332,3513.204506538607,22228.0,4
664,2017-08-29,1,0,29,8,2017,0,3,4.0,3.0,3.0,4.0,14.0,2.0,4.666666666666667,2.0354009783964204,7.0,5.142857142857143,28160.0,127.0,201.0,24257.666666666668,3330.8038783740753,27906.0,3
665,2017-08-30,2,0,30,8,2017,0,3,3.0,4.0,6.0,4.0,10.0,1.0,3.3333333333333335,2.0354009783964204,7.0,5.428571428571429,29424.0,140.0,234.0,27120.0,3362.213825669796,21698.0,4
666,2017-08-31,3,0,31,8,2017,0,3,4.0,3.0,3.0,6.0,3.0,1.0,3.6666666666666665,1.8126539343499213,7.0,5.0,29704.0,133.0,227.0,29096.0,3140.8391356756815,27989.0,3
667,2017-09-01,4,0,1,9,2017,0,4,3.0,4.0,1.0,3.0,3.0,2.0,3.3333333333333335,1.8126539343499213,7.0,4.714285714285714,26351.0,137.0,197.0,28493.0,3322.3503943531705,28574.0,2
668,2017-09-02,5,1,2,9,2017,0,4,2.0,3.0,7.0,5.0,10.0,2.0,3.0,1.6035674514745348,7.0,5.0,24379.0,150.0,233.0,26811.333333333332,3242.8429766842005,27943.0,2
669,2017-09-05,1,0,5,9,2017,0,4,2.0,2.0,3.0,5.0,2.0,1.0,2.3333333333333335,0.8164965809277026,4.0,4.714285714285714,13947.0,92.0,112.0,13092.333333333334,8671.070384851491,28160.0,6
670,2017-09-07,3,0,7,9,2017,0,4,6.0,2.0,4.0,10.0,,1.0,3.3333333333333335,1.3972762620115302,6.0,3.857142857142857,25417.0,107.0,219.0,21543.333333333332,8509.15093688361,29704.0,2
671,2017-09-08,4,0,8,9,2017,0,4,2.0,6.0,3.0,3.0,1.0,5.0,3.3333333333333335,1.4638501094227867,6.0,3.857142857142857,20172.0,104.0,153.0,23618.333333333332,7885.4380951461035,26351.0,3
672,2017-09-09,5,1,9,9,2017,0,4,3.0,2.0,4.0,6.0,6.0,10.0,3.6666666666666665,1.4638501094227867,6.0,3.5714285714285716,25105.0,128.0,207.0,23564.666666666668,7399.763969852292,24379.0,5
673,2017-09-10,6,1,10,9,2017,0,4,5.0,3.0,3.0,3.0,2.0,,3.3333333333333335,1.6035674514745344,6.0,3.5714285714285716,19515.0,118.0,198.0,21597.333333333332,7488.74381671461,20159.0,1
674,2017-09-11,0,0,11,9,2017,0,4,1.0,5.0,2.0,1.0,2.0,3.0,3.0,1.8257418583505431,6.0,3.7142857142857144,19123.0,115.0,176.0,21247.666666666668,7480.664049337329,5171.0,3
675,2017-09-12,1,0,12,9,2017,0,4,3.0,1.0,2.0,7.0,4.0,4.0,3.0,1.7728105208558258,6.0,3.0,26592.0,129.0,198.0,21743.333333333332,4289.083301992304,13947.0,6
676,2017-09-13,2,0,13,9,2017,0,4,6.0,3.0,6.0,3.0,4.0,3.0,3.3333333333333335,1.976047040118698,6.0,3.4285714285714284,28060.0,112.0,219.0,24591.666666666668,3252.6633921846337,25266.0,1
677,2017-09-14,3,0,14,9,2017,0,4,1.0,6.0,2.0,4.0,6.0,4.0,3.3333333333333335,1.9148542155126662,6.0,3.142857142857143,28937.0,150.0,266.0,27863.0,3712.161980763977,25417.0,6
678,2017-09-15,4,0,15,9,2017,0,4,6.0,1.0,3.0,3.0,3.0,1.0,4.333333333333333,2.149196970742231,6.0,3.142857142857143,29353.0,144.0,233.0,28783.333333333332,4229.181379754028,20172.0,2
679,2017-09-16,5,1,16,9,2017,0,4,2.0,6.0,5.0,4.0,5.0,2.0,3.0,2.2253945610567385,6.0,3.2857142857142856,28896.0,121.0,222.0,29062.0,4292.948043566697,25105.0,2
680,2017-09-18,0,0,18,9,2017,0,4,2.0,2.0,1.0,3.0,5.0,4.0,3.3333333333333335,2.1602468994692776,6.0,3.0,21319.0,142.0,164.0,24439.666666666668,3827.97222212162,19123.0,3
681,2017-09-19,1,0,19,9,2017,0,4,3.0,2.0,3.0,2.0,,1.0,2.3333333333333335,1.9760470401186978,6.0,3.142857142857143,27384.0,135.0,169.0,23935.666666666668,3176.851256317071,26592.0,6
682,2017-09-20,2,0,20,9,2017,0,4,6.0,3.0,6.0,2.0,10.0,5.0,3.6666666666666665,2.2146697055682742,6.0,3.7142857142857144,28937.0,140.0,223.0,25880.0,3190.232041120511,28060.0,2
683,2017-09-21,3,0,21,9,2017,0,4,2.0,6.0,1.0,6.0,3.0,5.0,3.6666666666666665,2.03540097839642,6.0,3.0,28726.0,141.0,222.0,28349.0,3267.818815284179,28937.0,7
684,2017-09-22,4,0,22,9,2017,0,4,7.0,2.0,6.0,2.0,6.0,1.0,5.0,2.2360679774997814,7.0,3.5714285714285716,29528.0,145.0,241.0,29063.666666666668,3246.230634649179,29353.0,4
