,date,day_of_week,is_weekend,day_of_month,month,year,is_holiday,season,lag_1,lag_2,lag_7,lag_14,lag_month,lag_year,rolling_mean_3,rolling_std_7,rolling_max_7,rolling_mean_7_lag_7,total_trips_all_routes,trips_from_mont_royal_all,trips_to_berri_all,total_rolling_mean_3,total_rolling_std_7,total_lag_7,trip_count
435,2016-07-10,6,1,10,7,2016,0,3,1.0,5.0,4.0,1.0,1.0,5.0,2.6666666666666665,1.999999999999997,6.0,2.5714285714285716,10577.0,96.0,106.0,20492.0,4204.375170156628,16761.0,4
436,2016-07-11,0,0,11,7,2016,0,3,4.0,1.0,1.0,1.0,1.0,2.0,3.3333333333333335,1.999999999999997,6.0,2.5714285714285716,13502.0,125.0,133.0,16393.333333333332,6162.45874708502,19279.0,2
437,2016-07-12,1,0,12,7,2016,0,3,2.0,4.0,6.0,2.0,2.0,2.0,2.3333333333333335,1.8644544714716054,6.0,3.142857142857143,25802.0,140.0,167.0,16627.0,7074.823598675919,26028.0,4
438,2016-07-13,2,0,13,7,2016,0,3,4.0,2.0,2.0,4.0,2.0,2.0,3.3333333333333335,1.4638501094227956,5.0,2.857142857142857,26496.0,164.0,209.0,21933.333333333332,7055.195525622421,27598.0,1
439,2016-07-14,3,0,14,7,2016,0,3,1.0,4.0,2.0,1.0,6.0,4.0,2.3333333333333335,1.6035674514745428,5.0,3.0,25588.0,127.0,179.0,25962.0,6926.236674861116,27143.0,3
440,2016-07-15,4,0,15,7,2016,0,3,3.0,1.0,5.0,2.0,4.0,1.0,2.6666666666666665,1.5735915849388824,5.0,3.4285714285714284,24021.0,145.0,176.0,25368.333333333332,6758.951415574453,25798.0,2
441,2016-07-16,5,1,16,7,2016,0,3,2.0,3.0,1.0,4.0,2.0,4.0,2.0,1.2724180205606994,4.0,3.0,23667.0,129.0,177.0,24425.333333333332,6617.304522451553,25101.0,4
442,2016-07-17,6,1,17,7,2016,0,3,4.0,2.0,4.0,4.0,2.0,2.0,3.0,1.2149857925879066,4.0,3.0,19706.0,133.0,178.0,22464.666666666668,6511.627292774103,10577.0,1
443,2016-07-18,0,0,18,7,2016,0,3,1.0,4.0,2.0,1.0,4.0,,2.3333333333333335,1.2724180205606992,4.0,3.142857142857143,18688.0,124.0,146.0,20687.0,4629.937811986025,13502.0,1
444,2016-07-19,1,0,19,7,2016,0,3,1.0,1.0,4.0,6.0,2.0,2.0,2.0,1.3801311186847047,4.0,2.857142857142857,22889.0,127.0,147.0,20427.666666666668,3067.127918210714,25802.0,4
445,2016-07-20,2,0,20,7,2016,0,3,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.3801311186847047,4.0,2.7142857142857144,25753.0,141.0,204.0,22443.333333333332,2882.7868130551487,26496.0,1
446,2016-07-21,3,0,21,7,2016,0,3,1.0,4.0,3.0,2.0,9.0,,2.0,1.3801311186847047,4.0,2.857142857142857,26643.0,134.0,168.0,25095.0,2743.251216730993,25588.0,1
447,2016-07-22,4,0,22,7,2016,0,3,1.0,1.0,2.0,5.0,6.0,8.0,2.0,1.4142135623730918,4.0,2.4285714285714284,25878.0,161.0,171.0,26091.333333333332,2937.53433211968,24021.0,1
448,2016-07-23,5,1,23,7,2016,0,3,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.463850109422797,4.0,2.857142857142857,23902.0,138.0,154.0,25474.333333333332,3117.89820842441,23667.0,2
449,2016-07-24,6,1,24,7,2016,0,3,2.0,1.0,1.0,4.0,1.0,4.0,1.3333333333333333,1.1338934190276786,4.0,2.4285714285714284,15276.0,112.0,126.0,21685.333333333332,3123.545939808818,19706.0,5
450,2016-07-25,0,0,25,7,2016,0,3,5.0,2.0,1.0,2.0,1.0,2.0,2.6666666666666665,1.6761634196950488,5.0,2.2857142857142856,18828.0,131.0,128.0,19335.333333333332,4235.914102730967,18688.0,2
451,2016-07-26,1,0,26,7,2016,0,3,2.0,5.0,4.0,4.0,2.0,6.0,3.0,1.6035674514745433,5.0,2.2857142857142856,17961.0,93.0,106.0,17355.0,4213.986428436669,22889.0,2
452,2016-07-28,3,0,28,7,2016,0,3,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.414213562373092,5.0,2.2857142857142856,27174.0,145.0,180.0,23570.0,4556.703413653415,26643.0,7
453,2016-07-29,4,0,29,7,2016,0,3,7.0,2.0,1.0,3.0,,2.0,3.6666666666666665,2.2677868380553603,7.0,2.0,26269.0,146.0,196.0,26339.333333333332,4650.166033902214,25878.0,3
454,2016-07-30,5,1,30,7,2016,0,3,3.0,7.0,1.0,2.0,,2.0,4.0,2.115700942049812,7.0,1.8571428571428572,25070.0,127.0,167.0,26171.0,4705.343477164653,23902.0,11
455,2016-07-31,6,1,31,7,2016,0,3,11.0,3.0,2.0,4.0,,4.0,7.0,3.4086724129853834,11.0,1.5714285714285714,21705.0,156.0,165.0,24348.0,4798.007255001638,15276.0,5
456,2016-08-02,1,0,2,8,2016,0,3,5.0,11.0,5.0,1.0,4.0,3.0,6.333333333333333,3.2145502536643145,11.0,2.142857142857143,24370.0,131.0,154.0,22981.333333333332,3203.9817266587033,17961.0,4
457,2016-08-03,2,0,3,8,2016,0,3,4.0,5.0,2.0,1.0,4.0,3.0,6.666666666666667,3.2366943748507446,11.0,2.2857142857142856,26061.0,156.0,180.0,24433.333333333332,1911.1060871107093,25575.0,4
458,2016-08-04,3,0,4,8,2016,0,3,4.0,4.0,2.0,4.0,1.0,3.0,4.333333333333333,3.023715784073813,11.0,2.0,26001.0,142.0,183.0,25477.333333333332,1955.7003617024377,27174.0,1
459,2016-08-05,4,0,5,8,2016,0,3,1.0,4.0,7.0,1.0,6.0,2.0,3.0,3.2145502536643145,11.0,2.857142857142857,24849.0,159.0,183.0,25637.0,1757.4159737418513,26269.0,1
460,2016-08-06,5,1,6,8,2016,0,3,1.0,1.0,3.0,1.0,2.0,4.0,2.0,3.3876526498728374,11.0,3.142857142857143,23804.0,138.0,174.0,24884.666666666668,1611.3284817787962,25070.0,2
461,2016-08-07,6,1,7,8,2016,0,3,2.0,1.0,11.0,1.0,2.0,4.0,1.3333333333333333,3.464101615137752,11.0,4.571428571428571,19327.0,139.0,140.0,22660.0,1596.9158817340344,21705.0,3
462,2016-08-08,0,0,8,8,2016,0,3,3.0,2.0,5.0,2.0,5.0,5.0,2.0,1.573591584938884,5.0,5.0,17700.0,120.0,124.0,20277.0,2316.249750083722,22869.0,6
463,2016-08-09,1,0,9,8,2016,0,3,6.0,3.0,4.0,5.0,1.0,7.0,3.6666666666666665,1.8257418583505514,6.0,4.857142857142857,24444.0,149.0,150.0,20490.333333333332,3309.635399283636,24370.0,1
464,2016-08-10,2,0,10,8,2016,0,3,1.0,6.0,4.0,2.0,4.0,2.0,3.3333333333333335,1.9023794624226824,6.0,5.142857142857143,26335.0,138.0,199.0,22826.333333333332,3314.263661667324,26061.0,8
465,2016-08-11,3,0,11,8,2016,0,3,8.0,1.0,1.0,2.0,2.0,4.0,5.0,2.7945525240230857,8.0,5.0,25620.0,148.0,188.0,25466.333333333332,3355.4680178849126,26001.0,4
466,2016-08-12,4,0,12,8,2016,0,3,4.0,8.0,1.0,7.0,4.0,1.0,4.333333333333333,2.6367367999823075,8.0,4.142857142857143,25774.0,151.0,203.0,25909.666666666668,3305.338783875467,24849.0,2
467,2016-08-13,5,1,13,8,2016,0,3,2.0,4.0,2.0,3.0,1.0,4.0,4.666666666666667,2.4976179127511124,8.0,4.0,18108.0,111.0,158.0,23167.333333333332,3401.4816729521663,23804.0,1
468,2016-08-14,6,1,14,8,2016,0,3,1.0,2.0,3.0,11.0,3.0,3.0,2.3333333333333335,2.6367367999823075,8.0,2.857142857142857,9471.0,99.0,92.0,17784.333333333332,3901.541655001911,19327.0,4
469,2016-08-15,0,0,15,8,2016,0,3,4.0,1.0,6.0,5.0,2.0,,2.3333333333333335,2.6276913640612154,8.0,3.0,14544.0,98.0,127.0,14041.0,6279.611926893372,17700.0,4
470,2016-08-16,1,0,16,8,2016,0,3,4.0,4.0,1.0,4.0,4.0,,3.0,2.43975018237133,8.0,2.5714285714285716,24941.0,138.0,147.0,16318.666666666666,6663.029358939949,24444.0,3
471,2016-08-17,2,0,17,8,2016,0,3,3.0,4.0,8.0,4.0,1.0,3.0,3.6666666666666665,2.2146697055682796,8.0,3.142857142857143,14157.0,81.0,118.0,17880.666666666668,6713.106427337673,26335.0,4
472,2016-08-18,3,0,18,8,2016,0,3,4.0,3.0,4.0,1.0,1.0,,3.6666666666666665,1.214985792587907,4.0,3.5714285714285716,25094.0,134.0,174.0,21397.333333333332,6581.462248872474,25620.0,3
473,2016-08-19,4,0,19,8,2016,0,3,3.0,4.0,2.0,1.0,4.0,2.0,3.3333333333333335,1.154700538379247,4.0,3.7142857142857144,25887.0,125.0,176.0,21712.666666666668,6494.984255268881,25774.0,4
474,2016-08-20,5,1,20,8,2016,0,3,4.0,3.0,1.0,2.0,1.0,2.0,3.6666666666666665,1.1126972805283681,4.0,3.5714285714285716,25502.0,136.0,184.0,25494.333333333332,6515.11325048666,18108.0,4
475,2016-08-21,6,1,21,8,2016,0,3,4.0,4.0,4.0,3.0,1.0,2.0,3.6666666666666665,0.4879500364742516,4.0,3.7142857142857144,19574.0,153.0,144.0,23654.333333333332,6952.651765436619,9471.0,1
476,2016-08-23,1,0,23,8,2016,0,3,1.0,4.0,4.0,6.0,2.0,10.0,3.0,1.1126972805283681,4.0,3.4285714285714284,23158.0,129.0,160.0,17517.333333333332,6451.22483756088,24941.0,3
477,2016-08-24,2,0,24,8,2016,0,3,3.0,1.0,3.0,1.0,5.0,,2.6666666666666665,1.0690449676496923,4.0,3.7142857142857144,25666.0,136.0,169.0,19548.0,6289.535568439622,14157.0,3
478,2016-08-25,3,0,25,8,2016,0,3,3.0,3.0,4.0,8.0,2.0,1.0,2.3333333333333335,1.0690449676496923,4.0,3.142857142857143,25939.0,145.0,165.0,24921.0,5857.954774736475,25094.0,6
479,2016-08-26,4,0,26,8,2016,0,3,6.0,3.0,3.0,4.0,2.0,2.0,4.0,1.5118578920369046,6.0,3.0,21860.0,124.0,164.0,24488.333333333332,5938.089547673663,25887.0,4
480,2016-08-27,5,1,27,8,2016,0,3,4.0,6.0,4.0,2.0,,5.0,4.333333333333333,1.5118578920369043,6.0,3.2857142857142856,25356.0,152.0,157.0,24385.0,5714.577612187531,25502.0,3
481,2016-08-28,6,1,28,8,2016,0,3,3.0,4.0,4.0,1.0,7.0,3.0,4.333333333333333,1.5118578920369046,6.0,3.7142857142857144,20237.0,145.0,149.0,22484.333333333332,5698.40003025082,19574.0,4
482,2016-08-29,0,0,29,8,2016,0,3,4.0,3.0,1.0,4.0,3.0,2.0,3.6666666666666665,1.5118578920369046,6.0,3.2857142857142856,18812.0,131.0,143.0,21468.333333333332,5664.04013218906,9820.0,2
483,2016-08-30,1,0,30,8,2016,0,3,2.0,4.0,3.0,4.0,11.0,5.0,3.0,1.272418020560698,6.0,3.142857142857143,24832.0,130.0,146.0,21293.666666666668,2822.350616064711,23158.0,1
484,2016-08-31,2,0,31,8,2016,0,3,1.0,2.0,3.0,3.0,5.0,1.0,2.3333333333333335,1.6035674514745424,6.0,3.142857142857143,24984.0,129.0,185.0,22876.0,2907.218626601384,25666.0,1
485,2016-09-01,3,0,1,9,2016,0,4,1.0,1.0,6.0,4.0,,4.0,1.3333333333333333,1.825741858350551,6.0,3.4285714285714284,24518.0,138.0,168.0,24778.0,2822.6884769836215,25939.0,2
486,2016-09-02,4,0,2,9,2016,0,4,2.0,1.0,4.0,3.0,4.0,1.0,1.3333333333333333,1.2724180205607005,4.0,3.5714285714285716,25699.0,150.0,178.0,25067.0,2633.0489750026964,21860.0,2
487,2016-09-03,5,1,3,9,2016,0,4,2.0,2.0,3.0,4.0,4.0,7.0,1.6666666666666667,1.0690449676496947,4.0,3.4285714285714284,24558.0,137.0,170.0,24925.0,2766.3786453637804,25356.0,2
488,2016-09-04,6,1,4,9,2016,0,4,2.0,2.0,4.0,4.0,1.0,,2.0,0.9999999999999974,4.0,3.4285714285714284,17865.0,107.0,163.0,22707.333333333332,2692.1684214633983,20237.0,3
489,2016-09-05,0,0,5,9,2016,1,4,3.0,2.0,2.0,1.0,1.0,5.0,2.3333333333333335,0.6900655593423511,3.0,3.5714285714285716,17336.0,122.0,139.0,19919.666666666668,3245.6657619194393,18812.0,1
490,2016-09-06,1,0,6,9,2016,0,4,1.0,3.0,1.0,3.0,2.0,2.0,2.0,0.7559289460184523,3.0,3.2857142857142856,17130.0,101.0,109.0,17443.666666666668,3595.1222444281048,24832.0,5
491,2016-09-07,2,0,7,9,2016,0,4,5.0,1.0,1.0,3.0,3.0,1.0,3.0,1.3801311186847058,5.0,3.0,25103.0,130.0,212.0,19856.333333333332,4031.4887419154607,24984.0,1
492,2016-09-08,3,0,8,9,2016,0,4,1.0,5.0,2.0,6.0,6.0,2.0,2.3333333333333335,1.3801311186847058,5.0,2.4285714285714284,25775.0,136.0,186.0,22669.333333333332,4047.729381129348,24518.0,5
493,2016-09-09,4,0,9,9,2016,0,4,5.0,1.0,2.0,4.0,1.0,3.0,3.6666666666666665,1.7043362064926906,5.0,2.142857142857143,17919.0,104.0,134.0,22932.333333333332,4215.694553858146,25699.0,10
494,2016-09-11,6,1,11,9,2016,0,4,10.0,5.0,2.0,3.0,4.0,4.0,5.333333333333333,3.1847852585154195,10.0,2.0,18157.0,152.0,157.0,20589.666666666668,4269.611374084857,17865.0,3
495,2016-09-12,0,0,12,9,2016,0,4,3.0,10.0,3.0,4.0,2.0,,6.0,3.1091263510296026,10.0,1.8571428571428572,14900.0,113.0,122.0,19583.333333333332,4235.458748414901,17336.0,4
496,2016-09-13,1,0,13,9,2016,0,4,4.0,3.0,1.0,2.0,1.0,6.0,5.666666666666667,3.0783421635988515,10.0,1.7142857142857142,23876.0,133.0,154.0,18977.666666666668,4666.3813399168575,17130.0,3
497,2016-09-14,2,0,14,9,2016,0,4,3.0,4.0,5.0,1.0,4.0,1.0,3.3333333333333335,2.819996622760555,10.0,2.2857142857142856,25132.0,129.0,185.0,21302.666666666668,4507.796299323107,25103.0,4
498,2016-09-15,3,0,15,9,2016,0,4,4.0,3.0,1.0,1.0,4.0,6.0,3.6666666666666665,2.8115408417381893,10.0,2.2857142857142856,22692.0,121.0,171.0,23900.0,4511.529895722805,25775.0,1
499,2016-09-16,4,0,16,9,2016,0,4,1.0,4.0,5.0,2.0,3.0,2.0,2.6666666666666665,2.8115408417381893,10.0,2.7142857142857144,23951.0,129.0,196.0,23925.0,4178.3047940978995,17919.0,2
500,2016-09-17,5,1,17,9,2016,0,4,2.0,1.0,10.0,2.0,4.0,,2.3333333333333335,2.9113897843110017,10.0,3.857142857142857,24119.0,144.0,179.0,23587.333333333332,4008.4908096974937,25693.0,1
501,2016-09-18,6,1,18,9,2016,0,4,1.0,2.0,3.0,2.0,3.0,4.0,1.3333333333333333,1.2724180205607003,4.0,4.0,14844.0,109.0,126.0,20971.333333333332,3809.775008979963,18157.0,4
502,2016-09-19,0,0,19,9,2016,0,4,4.0,1.0,4.0,3.0,4.0,,2.3333333333333335,1.3801311186847052,4.0,4.142857142857143,15833.0,102.0,119.0,18265.333333333332,4487.903683925386,14900.0,1
503,2016-09-20,1,0,20,9,2016,0,4,1.0,4.0,3.0,1.0,4.0,,2.0,1.3801311186847063,4.0,4.428571428571429,24048.0,114.0,149.0,18241.666666666668,4272.802548567885,23876.0,5
504,2016-09-21,2,0,21,9,2016,0,4,5.0,1.0,4.0,5.0,1.0,3.0,3.3333333333333335,1.7182493859684467,5.0,4.285714285714286,24862.0,112.0,176.0,21581.0,4289.257045223636,25132.0,5
505,2016-09-22,3,0,22,9,2016,0,4,5.0,5.0,1.0,1.0,,2.0,3.6666666666666665,1.8898223650461337,5.0,4.285714285714286,25035.0,137.0,178.0,24648.333333333332,4252.386422435628,22692.0,1
506,2016-09-23,4,0,23,9,2016,0,4,1.0,5.0,2.0,5.0,3.0,2.0,3.6666666666666665,1.8898223650461337,5.0,3.857142857142857,22217.0,118.0,155.0,24038.0,4451.384632095703,23951.0,1
507,2016-09-24,5,1,24,9,2016,0,4,1.0,1.0,1.0,10.0,3.0,6.0,2.3333333333333335,1.9880595947760078,5.0,2.5714285714285716,19385.0,125.0,150.0,22212.333333333332,4359.89452690256,24119.0,6
508,2016-09-25,6,1,25,9,2016,0,4,6.0,1.0,4.0,3.0,6.0,2.0,2.6666666666666665,2.21466970556828,6.0,2.7142857142857144,16272.0,103.0,130.0,19291.333333333332,4263.880995391127,14844.0,4
509,2016-09-26,0,0,26,9,2016,0,4,4.0,6.0,1.0,4.0,4.0,2.0,3.6666666666666665,2.21466970556828,6.0,2.2857142857142856,16748.0,109.0,128.0,17468.333333333332,3948.9878630932344,15833.0,1
510,2016-09-27,1,0,27,9,2016,0,4,1.0,4.0,5.0,3.0,3.0,1.0,3.6666666666666665,2.21466970556828,6.0,2.5714285714285716,20563.0,111.0,142.0,17861.0,3756.296732535609,24048.0,2
511,2016-09-29,3,0,29,9,2016,0,4,2.0,1.0,5.0,4.0,2.0,2.0,2.3333333333333335,2.115700942049813,6.0,2.7142857142857144,22029.0,108.0,168.0,21620.0,3154.217116662709,25035.0,4
512,2016-09-30,4,0,30,9,2016,0,4,4.0,2.0,1.0,1.0,1.0,,2.3333333333333335,1.9760470401187054,6.0,2.7142857142857144,21807.0,127.0,181.0,22034.666666666668,2559.4955232103166,22217.0,2
513,2016-10-01,5,1,1,10,2016,0,4,2.0,4.0,1.0,2.0,2.0,3.0,2.6666666666666665,1.8644544714716065,6.0,2.5714285714285716,21061.0,142.0,189.0,21632.333333333332,2502.384519955835,19385.0,1
514,2016-10-02,6,1,2,10,2016,0,4,1.0,2.0,6.0,1.0,2.0,3.0,2.3333333333333335,1.8644544714716065,6.0,3.2857142857142856,15166.0,113.0,138.0,19344.666666666668,2528.575450629101,16272.0,6
515,2016-10-03,0,0,3,10,2016,0,4,6.0,1.0,4.0,4.0,2.0,,3.0,1.8644544714716065,6.0,3.2857142857142856,10808.0,87.0,112.0,15678.333333333334,2825.283314912707,16748.0,3
516,2016-10-04,1,0,4,10,2016,0,4,3.0,6.0,1.0,1.0,3.0,3.0,3.3333333333333335,1.7994708216848725,6.0,3.2857142857142856,20377.0,113.0,145.0,15450.333333333334,4400.049685866675,20563.0,5
517,2016-10-05,2,0,5,10,2016,0,4,5.0,3.0,2.0,5.0,1.0,3.0,4.666666666666667,1.7994708216848714,6.0,2.857142857142857,21554.0,114.0,170.0,17579.666666666668,4390.2951197038465,22268.0,4
518,2016-10-06,3,0,6,10,2016,0,4,4.0,5.0,4.0,5.0,5.0,2.0,4.0,1.7182493859684451,6.0,2.7142857142857144,22011.0,117.0,186.0,21314.0,4311.296700309015,22029.0,2
519,2016-10-07,4,0,7,10,2016,0,4,2.0,4.0,2.0,1.0,1.0,4.0,3.6666666666666665,1.7994708216848714,6.0,2.857142857142857,22581.0,104.0,196.0,22048.666666666668,4309.174144720073,21807.0,5
520,2016-10-08,5,1,8,10,2016,0,4,5.0,2.0,1.0,1.0,5.0,2.0,3.6666666666666665,1.7994708216848705,6.0,2.857142857142857,21610.0,120.0,174.0,22067.333333333332,4403.036592863545,21061.0,2
521,2016-10-09,6,1,9,10,2016,0,4,2.0,5.0,6.0,6.0,10.0,,3.0,1.573591584938881,6.0,2.857142857142857,6698.0,60.0,60.0,16963.0,4448.860956416148,15166.0,2
522,2016-10-10,0,0,10,10,2016,0,4,2.0,2.0,3.0,4.0,,,3.0,1.380131118684704,5.0,2.7142857142857144,10827.0,94.0,102.0,13045.0,6426.87427544533,10808.0,2
523,2016-10-11,1,0,11,10,2016,0,4,2.0,2.0,5.0,1.0,3.0,2.0,2.0,1.463850109422796,5.0,3.2857142857142856,10147.0,70.0,84.0,9224.0,6423.359075244338,20377.0,1
524,2016-10-12,2,0,12,10,2016,0,4,1.0,2.0,4.0,2.0,4.0,1.0,1.6666666666666667,1.3972762620115413,5.0,3.5714285714285716,19029.0,109.0,167.0,13334.333333333334,6923.711666302617,21554.0,3
525,2016-10-13,3,0,13,10,2016,0,4,3.0,1.0,2.0,4.0,3.0,,2.0,1.2724180205607012,5.0,3.2857142857142856,20296.0,111.0,164.0,16490.666666666668,6677.2858508029285,22011.0,1
526,2016-10-14,4,0,14,10,2016,0,4,1.0,3.0,5.0,2.0,4.0,1.0,1.6666666666666667,1.3801311186847067,5.0,3.7142857142857144,15074.0,101.0,124.0,18133.0,6453.199051633199,22581.0,1
527,2016-10-15,5,1,15,10,2016,0,4,1.0,1.0,2.0,1.0,1.0,7.0,1.6666666666666667,0.7559289460184537,3.0,3.857142857142857,17987.0,110.0,149.0,17785.666666666668,5739.021950853681,21610.0,3
528,2016-10-17,0,0,17,10,2016,0,4,3.0,1.0,2.0,6.0,1.0,2.0,1.6666666666666667,0.8997354108424361,3.0,3.2857142857142856,6990.0,59.0,60.0,12833.333333333334,3996.8454644464523,10827.0,5
529,2016-10-19,2,0,19,10,2016,0,4,5.0,3.0,2.0,3.0,1.0,1.0,3.0,1.4960264830861896,5.0,3.142857142857143,15968.0,88.0,161.0,13500.666666666666,4505.35506766269,19029.0,2
530,2016-10-22,5,1,22,10,2016,0,4,2.0,5.0,1.0,5.0,1.0,1.0,3.3333333333333335,1.4960264830861896,5.0,2.5714285714285716,6504.0,48.0,46.0,12782.666666666666,4387.814408759072,17987.0,1
531,2016-10-24,0,0,24,10,2016,0,4,1.0,2.0,3.0,4.0,6.0,4.0,2.6666666666666665,1.4960264830861896,5.0,2.4285714285714284,7281.0,59.0,71.0,5891.333333333333,6183.902932306539,6990.0,1
532,2016-10-25,1,0,25,10,2016,0,4,1.0,1.0,1.0,2.0,4.0,2.0,1.3333333333333333,1.5275252316519456,5.0,2.2857142857142856,13465.0,82.0,102.0,8211.666666666666,6146.88999568453,17544.0,3
533,2016-10-26,2,0,26,10,2016,0,4,3.0,1.0,1.0,5.0,1.0,,1.6666666666666667,1.4960264830861896,5.0,1.7142857142857142,13863.0,76.0,126.0,11536.333333333334,5695.151028558776,15968.0,3
534,2016-10-27,3,0,27,10,2016,0,4,3.0,3.0,3.0,2.0,2.0,4.0,2.3333333333333335,1.397276262011541,5.0,1.8571428571428572,13770.0,87.0,116.0,13699.333333333334,5456.8702873837965,19880.0,2
535,2016-10-28,4,0,28,10,2016,0,4,2.0,3.0,5.0,2.0,,,2.6666666666666665,1.3972762620115413,5.0,2.2857142857142856,11167.0,65.0,98.0,12933.333333333334,4120.701858849103,11964.0,2
536,2016-10-29,5,1,29,10,2016,0,4,2.0,2.0,2.0,2.0,4.0,,2.3333333333333335,0.816496580927724,3.0,2.2857142857142856,10163.0,73.0,96.0,11700.0,4071.4974605699063,6504.0,1
537,2016-10-30,6,1,30,10,2016,0,4,1.0,2.0,1.0,1.0,2.0,2.0,1.6666666666666667,0.8997354108424361,3.0,2.2857142857142856,5341.0,59.0,45.0,8890.333333333334,3773.112375744819,3889.0,4
538,2016-10-31,0,0,31,10,2016,0,4,4.0,1.0,1.0,3.0,2.0,2.0,2.3333333333333335,1.112697280528371,4.0,2.0,8954.0,83.0,90.0,8152.666666666667,3366.1644769251893,7281.0,1
539,2016-11-01,1,0,1,11,2016,0,4,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.112697280528371,4.0,2.2857142857142856,12614.0,72.0,81.0,8969.666666666666,3132.458771058246,13465.0,2
540,2016-11-02,2,0,2,11,2016,0,4,2.0,1.0,3.0,1.0,6.0,2.0,2.3333333333333335,1.0690449676496954,4.0,2.5714285714285716,13391.0,79.0,119.0,11653.0,3034.0223811835294,13863.0,3
541,2016-11-04,4,0,4,11,2016,0,4,3.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0690449676496954,4.0,2.4285714285714284,9985.0,75.0,86.0,13108.333333333334,3408.4561859333585,11167.0,1
542,2016-11-06,6,1,6,11,2016,0,4,1.0,3.0,2.0,5.0,2.0,1.0,2.0,1.1547005383792501,4.0,2.0,8321.0,68.0,42.0,10295.666666666666,3466.123132756165,5341.0,2
543,2016-11-07,0,0,7,11,2016,0,4,2.0,1.0,1.0,2.0,5.0,,2.0,1.1547005383792501,4.0,1.8571428571428572,7967.0,63.0,82.0,9623.0,2720.9938747938363,8954.0,1
544,2016-11-08,1,0,8,11,2016,0,4,1.0,2.0,4.0,1.0,2.0,,1.3333333333333333,1.1547005383792501,4.0,2.2857142857142856,13112.0,67.0,93.0,9800.0,2905.4214266893455,12614.0,2
545,2016-11-09,2,0,9,11,2016,0,4,2.0,1.0,1.0,1.0,2.0,3.0,1.6666666666666667,0.7559289460184536,3.0,2.2857142857142856,15002.0,91.0,135.0,12027.0,2941.8570341746226,13391.0,4
546,2016-11-10,3,0,10,11,2016,0,4,4.0,2.0,2.0,3.0,2.0,3.0,2.3333333333333335,1.0690449676496956,4.0,2.142857142857143,13081.0,75.0,127.0,13731.666666666666,3158.942582272456,15949.0,2
547,2016-11-11,4,0,11,11,2016,0,4,2.0,4.0,3.0,3.0,1.0,3.0,2.6666666666666665,1.0690449676496956,4.0,2.142857142857143,12668.0,72.0,110.0,13583.666666666666,2689.0198869439064,9985.0,1
548,2016-11-12,5,1,12,11,2016,0,4,1.0,2.0,1.0,2.0,3.0,1.0,2.3333333333333335,1.0690449676496965,4.0,2.0,10925.0,68.0,111.0,12224.666666666666,2638.5392062381934,12581.0,3
549,2016-11-13,6,1,13,11,2016,0,4,3.0,1.0,2.0,2.0,1.0,,2.0,1.0690449676496956,4.0,2.0,7127.0,71.0,86.0,10240.0,2633.049291492179,8321.0,3
550,2016-11-14,0,0,14,11,2016,0,4,3.0,3.0,1.0,1.0,1.0,,2.3333333333333335,1.1126972805283712,4.0,2.0,7899.0,57.0,90.0,8650.333333333334,2904.2387249376447,7967.0,4
551,2016-11-15,1,0,15,11,2016,0,4,4.0,3.0,2.0,4.0,3.0,,3.3333333333333335,1.11269728052837,4.0,1.7142857142857142,12442.0,76.0,108.0,9156.0,2917.7634128441937,13112.0,3
552,2017-04-15,5,1,15,4,2017,0,2,3.0,4.0,4.0,1.0,,3.0,3.3333333333333335,1.0690449676496931,4.0,2.142857142857143,,,,10914.666666666666,,,2
553,2017-04-16,6,1,16,4,2017,0,2,2.0,3.0,2.0,2.0,,3.0,3.0,0.9759000729485295,4.0,2.142857142857143,10007.0,67.0,106.0,11617.333333333334,2441.0700522514267,,2
554,2017-04-18,1,0,18,4,2017,0,2,2.0,2.0,1.0,3.0,,,2.3333333333333335,0.9759000729485295,4.0,1.8571428571428572,8736.0,52.0,60.0,7665.333333333333,3022.0828752303287,,2
555,2017-04-20,3,0,20,4,2017,0,2,2.0,2.0,3.0,1.0,,1.0,2.0,0.7559289460184491,4.0,2.142857142857143,7755.0,48.0,72.0,10294.0,3417.0200816052966,,1
556,2017-04-21,4,0,21,4,2017,0,2,1.0,2.0,3.0,2.0,,1.0,1.6666666666666667,0.9759000729485301,4.0,2.2857142857142856,13577.0,81.0,121.0,11907.666666666666,3432.307505093685,,1
557,2017-04-26,2,0,26,4,2017,0,2,1.0,1.0,4.0,1.0,,10.0,1.3333333333333333,1.069044967649696,4.0,2.7142857142857144,11876.0,71.0,113.0,13627.0,2910.9460007094945,14391.0,1
558,2017-04-29,5,1,29,4,2017,0,2,1.0,1.0,3.0,2.0,,2.0,1.0,0.7559289460184545,3.0,2.857142857142857,21250.0,127.0,154.0,19243.333333333332,4187.848401995296,9092.0,2
559,2017-04-30,6,1,30,4,2017,0,2,2.0,1.0,2.0,4.0,,2.0,1.3333333333333333,0.5345224838248499,2.0,2.5714285714285716,17520.0,122.0,153.0,20186.666666666668,4427.87670818156,10093.0,2
